Ticker,Short Name,ESG Disc Score:Y,Market Cap,Revenue T12M,P/E,Env Disc Sc:Y,Soc Disc Sc:Y,Gov Disc Sc:Y,Sust Gr Rt LF,Cntry of Dom,GICS SubInd,GICS SubInd Name,GICS Sector,Sustainalytics Soc Pctl:D-1,Sustainalytics Environ Pctl:D-1,Debt/Cap LF,% Women on Bd:Y,CEO Duality:Y,DPS LF,EBITA T12M,Total Return:D-1,NI / Profit T12M,LT Brrwng LF,ST Brrwng LF,Total Return YTD,# of Dir on Bd:D-1,Bd Avg Age:Y,Bd Age Limit:Y,% Indep Directors:Y,CEO Duality:Y,% of Non Exec Dir on Bd:D-1,GHG Scope 1:Y,GHG Scope 2:Y,Wtr Intens/Engy Cons:Y,Haz Waste:Y,Total Waste:Y,Tot Wtr Dschgd:Y,% Emp Union:Y,Tot Sal Pd to Execs:Y,Tot Sal & Bns Pd to Execs:Y
SN US Equity,SANCHEZ ENERGY C,11.15699959,446726016,639689992,,,,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,105.0586166,0,0,0,,-1.848427125,69177000,1878009984,0,-41.19601218,8,49.25,,75,0,75,,,,,,,,2749222,9749222
SO US Equity,SOUTHERN CO,26.79249954,48064704512,22583000064,17.49166178,20,12.5,60.71429825,1.01738596,US,55101010,Electric Utilities,Utilities,22.22222137,34.92063522,65.53703308,20,1,0.579999983,2788000000,-0.393534862,586000064,44041998336,6083999744,2.414458594,15,65.80000305,,93.33329773,1,93.33000183,,,,,,,,3924169,3924169
SOI US Equity,SOLARIS OIL IN-A,,1107587712,,,,,,,US,10101020,Oil & Gas Equipment & Services,Energy,,,0.111952998,,,0,,-1.245389548,,186000,33000,,7,,,,,71.43000031,,,,,,,,,
SOL US Equity,RENESOLA LTD-ADR,8.677700043,101353184,727344000,,,3.50880003,33.92860031,,CN,45301020,Semiconductors,Information Technology,,,97.9420929,0,0,0,,0.757575005,-100645000,30328000,671432000,-16.83601207,5,57,,66.66670227,0,80,,,,,,,,,
SPH US Equity,SUBURBAN PROPANE,,1479963136,1187886000,39.08059311,,,,,US,55102010,Gas Utilities,Utilities,,,69.70204163,,,0.600000024,,2.366861663,37995000,1272163968,0,-9.065906917,,,,,,,,,,,,,,,
SPN US Equity,SUPERIOR ENERGY,20.74690056,1474191872,1731450976,,2.479300022,25,55.35710144,,US,10101020,Oil & Gas Equipment & Services,Energy,23.07692337,17.94871712,53.48343658,12.5,0,0,,-0.823892105,-425754992,1281714048,0,-42.95023345,8,66,,75,0,87.5,,,,,,,10,2690368,2690368
SR US Equity,SPIRE INC,,3629370112,1740700000,20.57608718,,,,,US,55102010,Gas Utilities,Utilities,,,56.36558914,50,0,0.529999971,322300000,-0.265423958,161600000,1995000064,577299968,19.88812377,8,63.375,75,87.5,0,87.5,,,,,,,,2344058,2344058
SRE US Equity,SEMPRA ENERGY,49.05659866,26845218816,11113000192,19.84869509,42.75859833,50,64.28569794,-23.2498951,US,55103010,Multi-Utilities,Utilities,80.95237732,9.523809433,54.70694733,27.27269936,1,0.819999993,1910000000,-0.149424411,1137000000,14803000320,3920999936,9.41661567,13,66.90910339,75,90.90910339,1,92.30999756,4700,212,,5.068200111,,74576,,4111200,4111200
SRLP US Equity,SPRAGUE RESOURCE,,545779840,2689650976,12.96879249,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,80.15881348,,,0.622500002,,-1.224486682,41275000,610524992,28675000,-5.687682906,,,,,,,,,,,,,,,
SSNI US Equity,ITRON NETWORKED,19.83469963,879267968,425653000,,4.651199818,22.80699921,51.78570175,,US,45103010,Application Software,Information Technology,,,,11.1111002,0,0,-44030000,-0.123004044,-43759000,0,0,22.0135181,9,58.88890076,,77.77780151,0,77.77999878,,,,,,,0,1040128,1515128
SUN US Equity,SUNOCO LP,9.958499908,2825306880,13655203072,10.68760019,,,42.85710144,-10.87675285,US,10102040,Oil & Gas Storage & Transportation,Energy,,,66.23438263,0,0,0.825500011,,0.388825378,-667697024,4182000128,6000000,17.68973285,7,57.63000107,,37.5,0,85.70999908,,,,,,,,2047417,3110500
SWN US Equity,SOUTHWESTRN ENGY,14.93780041,2859335168,3036000000,16.87391076,,7.8125,55.35710144,,US,10102020,Oil & Gas Exploration & Production,Energy,24.4186039,38.3720932,72.86465454,12.5,0,0,,-3.125005174,502000000,4396000256,40000000,-48.42883474,10,62.75,75,87.5,0,90,,,,,,,0,2510305,3782884
SWX US Equity,SOUTHWEST GAS HO,12.07549953,3831477248,2449884032,23.86427595,,7.8125,48.21429825,-12.75248432,US,55102010,Gas Utilities,Utilities,,,52.19759369,9.090900421,0,0.495000005,310995000,-0.519157183,162556000,1731981056,138952992,7.553421255,10,63.81819916,,90.90910339,0,90,,,,,,,0,,
SXE US Equity,SOUTHCROSS ENERG,,133252632,653638000,,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,50.33042526,,,0.325700015,,1.80723441,-89783000,518924000,4677000,25.18518721,,,,,,,,,,,,,,,
TCP US Equity,TC PIPELINES LP,,3710681856,381000000,17.15602243,,,,-15.38321972,US,10102040,Oil & Gas Storage & Transportation,Energy,,,70.88100433,,,1,201000000,0.302228658,244000000,2427000064,51000000,-3.498348362,,,,,,,,,,,,,,,
TDW US Equity,TIDEWATER INC,15.28929996,534736704,515632992,,,14.03509998,51.78570175,,US,10101020,Oil & Gas Equipment & Services,Energy,,,30.18421173,9.090900421,0,0,,-2.516983823,-2055133048,445676992,5174000,,6,65.45449829,,90.90910339,0,83.33000183,,,,,,,,2102699,4134212
TEGP US Equity,TALLGRASS ENERGY,,4047085824,641792992,34.98575479,,,,-6.753204823,US,10102040,Oil & Gas Storage & Transportation,Energy,,,54.10796738,,,0.354999989,,0.155638159,45364000,2261085952,0,0.766660559,,,,,,,,,,,,,,,
TEP US Equity,TALLGRASS ENERGY,,3356208640,641792992,12.4235042,,,,9.676675797,US,10102040,Oil & Gas Storage & Transportation,Energy,,,57.45950317,,,0.944999993,,-0.97192391,411552000,2115085952,0,3.799856727,,,,,,,,,,,,,,1075000,1775000
THR US Equity,THERMON GROUP HO,11.98349953,767851584,245289000,56.82118341,,,51.78570175,4.410354137,US,20104010,Electrical Components & Equipment,Industrials,,,17.48020554,0,0,0,33447000,-0.879393182,13866000,50262000,20250000,23.99161806,8,65.625,,87.5,0,87.5,,,,,,,,1449164,1449164
TLP US Equity,TRANSMONTAIGNE P,,638196544,178187000,16.45603396,,,,-6.381791115,US,10102040,Oil & Gas Storage & Transportation,Energy,,,44.98003387,,,0.754999995,,-0.303257349,51599000,302000000,0,-4.890694361,,,,,,,,,,,,,,,
TPL US Equity,TEXAS PAC LAND,,3501151232,111616996,51.02812215,,,,124.5833359,US,40201030,Multi-Sector Holdings,Financials,,,0,,,0,,1.384697097,68908556,0,0,51.17932953,,,,,,,,,,,,,,,
TRGP US Equity,TARGA RESOURCES,11.15699959,10440944640,8124700160,,,,48.21429825,,US,10102040,Oil & Gas Storage & Transportation,Energy,18.75,21.875,42.02639771,10,0,0.910000026,,0.477276507,-380100000,4368600064,528400000,-7.092278734,10,65,,60,0,70,,,,,,,,2391800,3420600
TTI US Equity,TETRA TECHNOLOGI,13.27799988,494840672,765955984,,,7.8125,48.21429825,-20.33057976,US,10101020,Oil & Gas Equipment & Services,Energy,,,62.00115967,0,0,0,,-0.928073373,-41863000,624126016,0,-14.9402391,9,64.33329773,,88.88890076,0,88.88999939,,,,,,,0,1879323,1879323
UGI US Equity,UGI CORP,,8129491968,6120700032,77.62164758,,,,-111.7547455,US,55102010,Gas Utilities,Utilities,8.730158806,1.587301612,54.81950378,22.22220039,0,0.25,1004200000,-0.191326851,436600000,3994599936,544400000,3.984389746,9,64.88890076,75,88.88890076,0,88.88999939,,,,,,,,3294862,3326112
UNT US Equity,UNIT CORP,17.84230042,1163352576,706996000,43.14529183,2.479300022,17.1875,51.78570175,2.488326073,US,10101010,Oil & Gas Drilling,Energy,,,39.21445847,10,0,0,232865000,-0.407424862,30376000,803833024,3806000,-18.12430475,9,66.80000305,,70,0,88.88999939,,,,,,,0,2538662,3037733
USAC US Equity,USA COMPRESSION,,1025756608,279750000,77.65185733,,,,-8.380685806,US,10101020,Oil & Gas Equipment & Services,Energy,,,53.27012634,,,0.524999976,61552400,-0.839324863,10163000,752000000,0,8.075168223,,,,,,,,,,,,,,,
USDP US Equity,USD PARTNERS LP,,291359232,112276000,10.12102049,,,,-14.10122585,US,10102040,Oil & Gas Storage & Transportation,Energy,,,71.3972168,,,0.344999999,,1.351347868,23960000,199411008,0,-20.64959213,,,,,,,,,,,,,,,
UTL US Equity,UNITIL CORP,14.33959961,675847552,395100000,22.8099993,1.379299998,7.8125,55.35710144,-11.50432682,US,55103010,Multi-Utilities,Utilities,,,60.39038467,18.18180084,1,0.360000014,67300000,-0.782950444,28000000,310000000,144800000,3.69406917,11,67.90910339,75,90.90910339,1,90.91000366,,,,,,,32.32899857,1751511,1751511
VLO US Equity,VALERO ENERGY,22.31399918,40218103808,84197001216,19.85097273,10.07750034,17.54389954,55.35710144,6.417246819,US,10102030,Oil & Gas Refining & Marketing,Energy,28.125,31.25,28.56036949,36.36360168,1,0.699999988,,-0.422534536,2061000000,8364000256,121000000,39.98282348,11,63.18180084,,90.90910339,1,90.91000366,,,,,,,,4140000,4140000
VLP US Equity,VALERO ENERGY PA,,3081899776,429849000,15.72936163,,,,54.13010025,US,10102040,Oil & Gas Storage & Transportation,Energy,,,83.47720337,,,0.479999989,265525000,0,233968000,895177024,0,4.464241659,,,,,,,,,,,,,,,
VOC US Equity,VOC ENERGY TRUST,,100640000,9453113,11.84000033,,,,0,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.109999999,,0.680271447,8500000,0,0,108.6336908,,,,,,,,,,,,,,,
VSLR US Equity,VIVINT SOLAR INC,11.98349953,464788192,243019000,9.456474832,,3.50880003,48.21429825,8.124527931,US,20104010,Electrical Components & Equipment,Industrials,,,52.7562027,0,0,0,-94498000,1.250004768,45315000,884966016,18025000,58.82353986,8,49,,42.85710144,0,87.5,,,,,,,,1291203,2754537
VST US Equity,VISTRA ENERGY CO,,7844809728,,,,,,,US,55105010,Independent Power Producers & Energy Traders,Utilities,,,39.79512024,,,0,,2.289223065,,4540000256,44000000,18.19354642,8,,,,,87.5,,,,,,,,,
VVC US Equity,VECTREN CORP,45.28300095,5396815360,2645400000,23.99261888,34.48279953,51.5625,66.0714035,5.518027782,US,55103010,Multi-Utilities,Utilities,,,52.80323029,18.18180084,1,0.419999987,402500000,-0.076845016,224500000,1639100032,400900000,28.24813769,11,61.54550171,75,90.90910339,1,90.91000366,,,,0.0062,277.0899963,201776,65.51000214,2140574,2140574
WEC US Equity,WEC ENERGY GROUP,43.39619827,20963684352,7556500096,21.85197363,33.10340118,43.75,69.64289856,2.542088032,US,55103010,Multi-Utilities,Utilities,46.82539749,39.68254089,53.20300674,23.07690048,1,0.519999981,1734799968,0,966700000,8785800192,1702800000,17.08324111,13,65.69229889,72,84.61540222,1,84.62000275,29058,4986,,0.015,18.9260006,3280000,59,3771359,3771359
WES US Equity,WESTERN GAS PART,16.11569977,7962729472,2127157952,29.2661553,3.875999928,19.29820061,41.07139969,-6.277997971,US,10102040,Oil & Gas Storage & Transportation,Energy,,,45.40599442,0,0,0.904999971,,0.480567362,561850008,3343886080,0,-12.6875444,8,59,,50,0,87.5,,,,,,,0,961410,961410
WFT US Equity,WEATHERFORD INTE,26.44630051,4138839040,5615000064,,10.85270023,29.82460022,58.92860031,,CH,10101020,Oil & Gas Equipment & Services,Energy,62.8571434,71.42857361,85.12627411,0,0,0,,3.217824645,-1424000000,7529999872,391000000,-16.43286037,11,70,72,100,0,90.91000366,,,,,,,17,3200108,3863997
WGL US Equity,WGL HLDGS INC,15.47169971,4408101888,2354724000,29.94757611,,12.5,58.92860031,-91.95631409,US,55102010,Gas Utilities,Utilities,,,59.3027153,44.44440079,1,0.50999999,341012992,-0.174440667,193940000,1430861056,809843968,15.35103511,9,66.44439697,75,88.88890076,1,88.88999939,,,,,,,,2750000,2750000
WGP US Equity,WESTERN GAS EQUI,8.677700043,8135555584,2127157952,21.97540983,,,37.5,-7.532238007,US,10102040,Oil & Gas Storage & Transportation,Energy,,,45.77746964,0,0,0.537500024,,0.841252065,360782000,3371886080,0,-7.962422578,6,58.71429825,,42.85710144,0,83.33000183,,,,,,,,920013,920013
WLL US Equity,WHITING PETROLEU,21.16180038,2401694464,1360374016,,9.090900421,17.1875,51.78570175,,US,10102020,Oil & Gas Exploration & Production,Energy,13.26530647,13.26530647,38.33246231,12.5,1,0,206128000,-0.972326967,-612630992,2931442944,0,-44.92512784,9,69.125,,87.5,1,77.77999878,,,,,,,0,2600000,2600000
WMB US Equity,WILLIAMS COS INC,12.03320026,25207502848,8001000192,33.6092398,,3.125,48.21429825,-47.42310715,US,10102040,Oil & Gas Storage & Transportation,Energy,6.25,37.5,58.60476685,18.18180084,0,0.300000012,,-0.065553778,472000000,20566999040,502000000,2.044856086,11,64.90910339,,90.90910339,0,90.91000366,,,,,,,,3206000,3206000
WMLP US Equity,WESTMORELAND RES,,50438372,327544000,,,,,,US,10102050,Coal & Consumable Fuels,Energy,,,115.0409393,,,0.133300006,,2.197800086,-16555000,318800000,4220000,-43.42149706,,,,,,,,,,,,,,,
WPX US Equity,WPX ENERGY,11.15699959,5602067968,1204000000,,,,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,40.7206955,9.090900421,0,0,,-0.915493776,-150000000,2859000064,0,-3.431709063,11,65.90910339,,90.90910339,0,90.91000366,,,,,,,,2752633,2752633
WPZ US Equity,WILLIAMS PARTNER,7.851200104,37764808704,7977000192,21.37310239,,,33.92860031,-7.509284019,US,10102040,Oil & Gas Storage & Transportation,Energy,,,40.1401062,11.1111002,1,0.600000024,,-0.589591264,1358000000,16000000000,502000000,9.008837635,8,57.55559921,,33.33330154,1,37.5,,,,,,,,3156316,3156316
WR US Equity,WESTAR ENERGY IN,18.49060059,7502572544,2582756992,21.97619223,10.3448,17.1875,41.07139969,5.695728779,US,55101010,Electric Utilities,Utilities,21.4285717,10.31746006,50.68036652,22.22220039,0,0.400000006,685663992,0.11376101,343964000,3768284928,217634000,-3.471010484,9,63.11109924,70,88.88890076,0,88.88999939,,,,,,,67.56999969,2360001,2360001
WRD US Equity,WILDHORSE RESOUR,,1862562432,292014000,77.71440742,,,,,US,10102020,Oil & Gas Exploration & Production,Energy,,,28.99457359,,,0,,-0.162693524,18178000,642566976,0,26.09588607,11,,,,,81.81999969,,,,,,,,,
WTI US Equity,W&T OFFSHORE INC,11.20330048,456189984,473210000,7.534508441,,,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,250.6384735,20,1,0,,-0.600600042,72800000,982617024,11147000,19.49458359,5,64.59999847,,80,1,80,,,,,,,,2824000,2824000
WTR US Equity,AQUA AMERICA INC,18.11319923,6970802176,803012016,29.59588704,5.517199993,17.1875,51.78570175,6.543450832,US,55104010,Water Utilities,Utilities,,,51.50011444,25,0,0.204699993,323956000,-0.254264643,235914000,1952472960,105694000,33.76039314,9,63.25,,75,0,88.88999939,,,,,,,37,2051261,2051261
WTTR US Equity,SELECT ENERGY -A,,1202622208,,,,,,,US,10101020,Oil & Gas Equipment & Services,Energy,,,0,,,0,,0.440528218,,0,0,,9,,,,,77.77999878,,,,,,,,1031620,1181620
XEC US Equity,CIMAREX ENERGY C,17.42740059,11622782976,1744441984,32.17119715,1.652899981,17.1875,51.78570175,14.01401615,US,10102020,Oil & Gas Exploration & Production,Energy,26.80412292,0,38.22763062,10,1,0.079999998,,-0.651409037,357823000,1486509056,0,-9.970884829,10,68.30000305,,80,1,80,,,,,,,0,2881828,2881828
XEL US Equity,XCEL ENERGY INC,56.60380173,24428472320,11402897920,20.55982929,50.34479904,59.375,69.64289856,6.621654987,US,55101010,Electric Utilities,Utilities,79.36508179,68.25396729,57.3662796,27.27269936,1,0.360000014,2360108032,0.062393465,1186150976,14572966912,819414976,21.89410523,13,62.09090042,72,90.90910339,1,92.30999756,48472.89844,891.2789917,,1.065400004,1751.27002,,47.43999863,3490000,3490000
XOM US Equity,EXXON MOBIL CORP,56.01660156,3.54392E+11,2.22508E+11,23.57589125,51.23970032,48.4375,75,1.264868975,US,10102010,Integrated Oil & Gas,Energy,76.28865814,53.60824585,17.67127228,23.07690048,1,0.769999981,8246000128,-0.452270017,13009999872,24868999168,15740999680,-3.796940278,11,64.69229889,72,84.61540222,1,90.91000366,120000,8000,,100,,,,8127000,14146000
YGE US Equity,YINGLI GREEN-ADR,11.15699959,30718078,1193540658,,,10.52630043,37.5,,CN,45301020,Semiconductors,Information Technology,,,826.4745483,0,1,0,-635612126.4,-2.312136498,-693355044.5,461939721.9,1256298617,-34.99999542,7,55.71429825,,57.14289856,1,57.13999939,,,,,,,,,
